"idhod","hodnota","stapro_kod","vek_cis","vek_kod","vuzemi_cis","vuzemi_kod","rok","tyden","roktyden","casref_od","casref_do","vek_txt","priznak"
"832461728","676","5393","7700","410085799999000","97","19","2016","09","2016-W09","2016-02-29","2016-03-06","85 a více",
"832462149","2235","5393",,,"97","19","2016","09","2016-W09","2016-02-29","2016-03-06","celkem",
"832459814","8","5393","7700","400000610015000","97","19","2016","10","2016-W10","2016-03-07","2016-03-13","0-14",
"832460295","39","5393","7700","410015610040000","97","19","2016","10","2016-W10","2016-03-07","2016-03-13","15-39",
"832460776","343","5393","7700","410040610065000","97","19","2016","10","2016-W10","2016-03-07","2016-03-13","40-64",
"845364547","473","5393","7700","410065610075000","97","19","2016","10","2016-W10","2016-03-07","2016-03-13","65-74",
"845365061","584","5393","7700","410075610085000","97","19","2016","10","2016-W10","2016-03-07","2016-03-13","75-84",
"832461738","649","5393","7700","410085799999000","97","19","2016","10","2016-W10","2016-03-07","2016-03-13","85 a více",
"832462433","2096","5393",,,"97","19","2016","10","2016-W10","2016-03-07","2016-03-13","celkem",
"832459825","12","5393","7700","400000610015000","97","19","2016","11","2016-W11","2016-03-14","2016-03-20","0-14",
"832460305","48","5393","7700","410015610040000","97","19","2016","11","2016-W11","2016-03-14","2016-03-20","15-39",
"832460786","356","5393","7700","410040610065000","97","19","2016","11","2016-W11","2016-03-14","2016-03-20","40-64",
"845364557","518","5393","7700","410065610075000","97","19","2016","11","2016-W11","2016-03-14","2016-03-20","65-74",
"845365071","608","5393","7700","410075610085000","97","19","2016","11","2016-W11","2016-03-14","2016-03-20","75-84",
"832461748","613","5393","7700","410085799999000","97","19","2016","11","2016-W11","2016-03-14","2016-03-20","85 a více",
"832462428","2155","5393",,,"97","19","2016","11","2016-W11","2016-03-14","2016-03-20","celkem",
"832459834","11","5393","7700","400000610015000","97","19","2016","12","2016-W12","2016-03-21","2016-03-27","0-14",
"832460312","47","5393","7700","410015610040000","97","19","2016","12","2016-W12","2016-03-21","2016-03-27","15-39",
"832460796","382","5393","7700","410040610065000","97","19","2016","12","2016-W12","2016-03-21","2016-03-27","40-64",
"845364568","497","5393","7700","410065610075000","97","19","2016","12","2016-W12","2016-03-21","2016-03-27","65-74",
"845365081","620","5393","7700","410075610085000","97","19","2016","12","2016-W12","2016-03-21","2016-03-27","75-84",
"832461758","591","5393","7700","410085799999000","97","19","2016","12","2016-W12","2016-03-21","2016-03-27","85 a více",
"832462143","2148","5393",,,"97","19","2016","12","2016-W12","2016-03-21","2016-03-27","celkem",
"832459844","8","5393","7700","400000610015000","97","19","2016","13","2016-W13","2016-03-28","2016-04-03","0-14",
"832460325","43","5393","7700","410015610040000","97","19","2016","13","2016-W13","2016-03-28","2016-04-03","15-39",
"832460806","373","5393","7700","410040610065000","97","19","2016","13","2016-W13","2016-03-28","2016-04-03","40-64",
"845364577","507","5393","7700","410065610075000","97","19","2016","13","2016-W13","2016-03-28","2016-04-03","65-74",
"845365091","618","5393","7700","410075610085000","97","19","2016","13","2016-W13","2016-03-28","2016-04-03","75-84",
"832461768","642","5393","7700","410085799999000","97","19","2016","13","2016-W13","2016-03-28","2016-04-03","85 a více",
"832462377","2191","5393",,,"97","19","2016","13","2016-W13","2016-03-28","2016-04-03","celkem",
"832459853","3","5393","7700","400000610015000","97","19","2016","14","2016-W14","2016-04-04","2016-04-10","0-14",
"832460334","38","5393","7700","410015610040000","97","19","2016","14","2016-W14","2016-04-04","2016-04-10","15-39",
"832460815","346","5393","7700","410040610065000","97","19","2016","14","2016-W14","2016-04-04","2016-04-10","40-64",
"845364587","512","5393","7700","410065610075000","97","19","2016","14","2016-W14","2016-04-04","2016-04-10","65-74",
"845365101","588","5393","7700","410075610085000","97","19","2016","14","2016-W14","2016-04-04","2016-04-10","75-84",
"832461778","651","5393","7700","410085799999000","97","19","2016","14","2016-W14","2016-04-04","2016-04-10","85 a více",
"832462539","2138","5393",,,"97","19","2016","14","2016-W14","2016-04-04","2016-04-10","celkem",
"832459862","6","5393","7700","400000610015000","97","19","2016","15","2016-W15","2016-04-11","2016-04-17","0-14",
"832460343","34","5393","7700","410015610040000","97","19","2016","15","2016-W15","2016-04-11","2016-04-17","15-39",
"832460824","358","5393","7700","410040610065000","97","19","2016","15","2016-W15","2016-04-11","2016-04-17","40-64",
"845364597","479","5393","7700","410065610075000","97","19","2016","15","2016-W15","2016-04-11","2016-04-17","65-74",
"845365111","598","5393","7700","410075610085000","97","19","2016","15","2016-W15","2016-04-11","2016-04-17","75-84",
"832461786","600","5393","7700","410085799999000","97","19","2016","15","2016-W15","2016-04-11","2016-04-17","85 a více",
"832462574","2075","5393",,,"97","19","2016","15","2016-W15","2016-04-11","2016-04-17","celkem",
"832459871","9","5393","7700","400000610015000","97","19","2016","16","2016-W16","2016-04-18","2016-04-24","0-14",
"832460352","30","5393","7700","410015610040000","97","19","2016","16","2016-W16","2016-04-18","2016-04-24","15-39",
"832460833","336","5393","7700","410040610065000","97","19","2016","16","2016-W16","2016-04-18","2016-04-24","40-64",
"845364607","451","5393","7700","410065610075000","97","19","2016","16","2016-W16","2016-04-18","2016-04-24","65-74",
"845365121","592","5393","7700","410075610085000","97","19","2016","16","2016-W16","2016-04-18","2016-04-24","75-84",
"832461795","531","5393","7700","410085799999000","97","19","2016","16","2016-W16","2016-04-18","2016-04-24","85 a více",
"832462473","1949","5393",,,"97","19","2016","16","2016-W16","2016-04-18","2016-04-24","celkem",
"832459880","13","5393","7700","400000610015000","97","19","2016","17","2016-W17","2016-04-25","2016-05-01","0-14",
"832460361","37","5393","7700","410015610040000","97","19","2016","17","2016-W17","2016-04-25","2016-05-01","15-39",
"832460842","345","5393","7700","410040610065000","97","19","2016","17","2016-W17","2016-04-25","2016-05-01","40-64",
"845364617","483","5393","7700","410065610075000","97","19","2016","17","2016-W17","2016-04-25","2016-05-01","65-74",
"845365131","648","5393","7700","410075610085000","97","19","2016","17","2016-W17","2016-04-25","2016-05-01","75-84",
"832461804","588","5393","7700","410085799999000","97","19","2016","17","2016-W17","2016-04-25","2016-05-01","85 a více",
"832462192","2114","5393",,,"97","19","2016","17","2016-W17","2016-04-25","2016-05-01","celkem",
"832459889","13","5393","7700","400000610015000","97","19","2016","18","2016-W18","2016-05-02","2016-05-08","0-14",
"832460370","35","5393","7700","410015610040000","97","19","2016","18","2016-W18","2016-05-02","2016-05-08","15-39",
"832460851","318","5393","7700","410040610065000","97","19","2016","18","2016-W18","2016-05-02","2016-05-08","40-64",
"845364628","483","5393","7700","410065610075000","97","19","2016","18","2016-W18","2016-05-02","2016-05-08","65-74",
"845365141","537","5393","7700","410075610085000","97","19","2016","18","2016-W18","2016-05-02","2016-05-08","75-84",
"832461813","596","5393","7700","410085799999000","97","19","2016","18","2016-W18","2016-05-02","2016-05-08","85 a více",
"832462517","1982","5393",,,"97","19","2016","18","2016-W18","2016-05-02","2016-05-08","celkem",
"832459898","10","5393","7700","400000610015000","97","19","2016","19","2016-W19","2016-05-09","2016-05-15","0-14",
"832460379","33","5393","7700","410015610040000","97","19","2016","19","2016-W19","2016-05-09","2016-05-15","15-39",
"832460860","326","5393","7700","410040610065000","97","19","2016","19","2016-W19","2016-05-09","2016-05-15","40-64",
"845364637","481","5393","7700","410065610075000","97","19","2016","19","2016-W19","2016-05-09","2016-05-15","65-74",
"845365151","529","5393","7700","410075610085000","97","19","2016","19","2016-W19","2016-05-09","2016-05-15","75-84",
"832461822","622","5393","7700","410085799999000","97","19","2016","19","2016-W19","2016-05-09","2016-05-15","85 a více",
"832462182","2001","5393",,,"97","19","2016","19","2016-W19","2016-05-09","2016-05-15","celkem",
"832459907","14","5393","7700","400000610015000","97","19","2016","20","2016-W20","2016-05-16","2016-05-22","0-14",
"832460388","32","5393","7700","410015610040000","97","19","2016","20","2016-W20","2016-05-16","2016-05-22","15-39",
"832460869","341","5393","7700","410040610065000","97","19","2016","20","2016-W20","2016-05-16","2016-05-22","40-64",
"845364647","453","5393","7700","410065610075000","97","19","2016","20","2016-W20","2016-05-16","2016-05-22","65-74",
"845365161","534","5393","7700","410075610085000","97","19","2016","20","2016-W20","2016-05-16","2016-05-22","75-84",
"832461831","590","5393","7700","410085799999000","97","19","2016","20","2016-W20","2016-05-16","2016-05-22","85 a více",
"832462544","1964","5393",,,"97","19","2016","20","2016-W20","2016-05-16","2016-05-22","celkem",
"832459916","8","5393","7700","400000610015000","97","19","2016","21","2016-W21","2016-05-23","2016-05-29","0-14",
"832460397","33","5393","7700","410015610040000","97","19","2016","21","2016-W21","2016-05-23","2016-05-29","15-39",
"832460878","295","5393","7700","410040610065000","97","19","2016","21","2016-W21","2016-05-23","2016-05-29","40-64",
"845364657","494","5393","7700","410065610075000","97","19","2016","21","2016-W21","2016-05-23","2016-05-29","65-74",
"845365171","565","5393","7700","410075610085000","97","19","2016","21","2016-W21","2016-05-23","2016-05-29","75-84",
"832461840","605","5393","7700","410085799999000","97","19","2016","21","2016-W21","2016-05-23","2016-05-29","85 a více",
"832462401","2000","5393",,,"97","19","2016","21","2016-W21","2016-05-23","2016-05-29","celkem",
"832459925","5","5393","7700","400000610015000","97","19","2016","22","2016-W22","2016-05-30","2016-06-05","0-14",
"832460406","40","5393","7700","410015610040000","97","19","2016","22","2016-W22","2016-05-30","2016-06-05","15-39",
"832460887","327","5393","7700","410040610065000","97","19","2016","22","2016-W22","2016-05-30","2016-06-05","40-64",
"845364667","494","5393","7700","410065610075000","97","19","2016","22","2016-W22","2016-05-30","2016-06-05","65-74",
"845365181","610","5393","7700","410075610085000","97","19","2016","22","2016-W22","2016-05-30","2016-06-05","75-84",
"832461849","566","5393","7700","410085799999000","97","19","2016","22","2016-W22","2016-05-30","2016-06-05","85 a více",
"832462596","2042","5393",,,"97","19","2016","22","2016-W22","2016-05-30","2016-06-05","celkem",
"832459934","10","5393","7700","400000610015000","97","19","2016","23","2016-W23","2016-06-06","2016-06-12","0-14",
"832460415","29","5393","7700","410015610040000","97","19","2016","23","2016-W23","2016-06-06","2016-06-12","15-39",
"832460896","295","5393","7700","410040610065000","97","19","2016","23","2016-W23","2016-06-06","2016-06-12","40-64",
"845364677","481","5393","7700","410065610075000","97","19","2016","23","2016-W23","2016-06-06","2016-06-12","65-74",
"845365191","512","5393","7700","410075610085000","97","19","2016","23","2016-W23","2016-06-06","2016-06-12","75-84",
"832461858","566","5393","7700","410085799999000","97","19","2016","23","2016-W23","2016-06-06","2016-06-12","85 a více",
"832462588","1893","5393",,,"97","19","2016","23","2016-W23","2016-06-06","2016-06-12","celkem",
"832459943","6","5393","7700","400000610015000","97","19","2016","24","2016-W24","2016-06-13","2016-06-19","0-14",
"832460424","39","5393","7700","410015610040000","97","19","2016","24","2016-W24","2016-06-13","2016-06-19","15-39",
"832460905","355","5393","7700","410040610065000","97","19","2016","24","2016-W24","2016-06-13","2016-06-19","40-64",
"845364687","451","5393","7700","410065610075000","97","19","2016","24","2016-W24","2016-06-13","2016-06-19","65-74",
"845365201","531","5393","7700","410075610085000","97","19","2016","24","2016-W24","2016-06-13","2016-06-19","75-84",
"832461867","533","5393","7700","410085799999000","97","19","2016","24","2016-W24","2016-06-13","2016-06-19","85 a více",
"832462461","1915","5393",,,"97","19","2016","24","2016-W24","2016-06-13","2016-06-19","celkem",
"832459952","11","5393","7700","400000610015000","97","19","2016","25","2016-W25","2016-06-20","2016-06-26","0-14",
"832460434","39","5393","7700","410015610040000","97","19","2016","25","2016-W25","2016-06-20","2016-06-26","15-39",
"832460914","324","5393","7700","410040610065000","97","19","2016","25","2016-W25","2016-06-20","2016-06-26","40-64",
"845364697","445","5393","7700","410065610075000","97","19","2016","25","2016-W25","2016-06-20","2016-06-26","65-74",
"845365211","557","5393","7700","410075610085000","97","19","2016","25","2016-W25","2016-06-20","2016-06-26","75-84",
"832461876","617","5393","7700","410085799999000","97","19","2016","25","2016-W25","2016-06-20","2016-06-26","85 a více",
"832462370","1993","5393",,,"97","19","2016","25","2016-W25","2016-06-20","2016-06-26","celkem",
"832459961","16","5393","7700","400000610015000","97","19","2016","26","2016-W26","2016-06-27","2016-07-03","0-14",
"832460442","48","5393","7700","410015610040000","97","19","2016","26","2016-W26","2016-06-27","2016-07-03","15-39",
"832460924","327","5393","7700","410040610065000","97","19","2016","26","2016-W26","2016-06-27","2016-07-03","40-64",
"845364707","450","5393","7700","410065610075000","97","19","2016","26","2016-W26","2016-06-27","2016-07-03","65-74",
"845365221","575","5393","7700","410075610085000","97","19","2016","26","2016-W26","2016-06-27","2016-07-03","75-84",
"832461885","554","5393","7700","410085799999000","97","19","2016","26","2016-W26","2016-06-27","2016-07-03","85 a více",
"832462357","1970","5393",,,"97","19","2016","26","2016-W26","2016-06-27","2016-07-03","celkem",
"832459970","15","5393","7700","400000610015000","97","19","2016","27","2016-W27","2016-07-04","2016-07-10","0-14",
"832460451","34","5393","7700","410015610040000","97","19","2016","27","2016-W27","2016-07-04","2016-07-10","15-39",
"832460932","320","5393","7700","410040610065000","97","19","2016","27","2016-W27","2016-07-04","2016-07-10","40-64",
"845364717","443","5393","7700","410065610075000","97","19","2016","27","2016-W27","2016-07-04","2016-07-10","65-74",
"845365231","528","5393","7700","410075610085000","97","19","2016","27","2016-W27","2016-07-04","2016-07-10","75-84",
"832461894","546","5393","7700","410085799999000","97","19","2016","27","2016-W27","2016-07-04","2016-07-10","85 a více",
"832462581","1886","5393",,,"97","19","2016","27","2016-W27","2016-07-04","2016-07-10","celkem",
"832459979","8","5393","7700","400000610015000","97","19","2016","28","2016-W28","2016-07-11","2016-07-17","0-14",
"832460460","41","5393","7700","410015610040000","97","19","2016","28","2016-W28","2016-07-11","2016-07-17","15-39",
"832460941","286","5393","7700","410040610065000","97","19","2016","28","2016-W28","2016-07-11","2016-07-17","40-64",
"845364727","464","5393","7700","410065610075000","97","19","2016","28","2016-W28","2016-07-11","2016-07-17","65-74",
"845365241","559","5393","7700","410075610085000","97","19","2016","28","2016-W28","2016-07-11","2016-07-17","75-84",
"832461903","560","5393","7700","410085799999000","97","19","2016","28","2016-W28","2016-07-11","2016-07-17","85 a více",
"832462457","1918","5393",,,"97","19","2016","28","2016-W28","2016-07-11","2016-07-17","celkem",
"832459988","14","5393","7700","400000610015000","97","19","2016","29","2016-W29","2016-07-18","2016-07-24","0-14",
"832460469","47","5393","7700","410015610040000","97","19","2016","29","2016-W29","2016-07-18","2016-07-24","15-39",
"832460950","316","5393","7700","410040610065000","97","19","2016","29","2016-W29","2016-07-18","2016-07-24","40-64",
"845364737","473","5393","7700","410065610075000","97","19","2016","29","2016-W29","2016-07-18","2016-07-24","65-74",
"845365251","549","5393","7700","410075610085000","97","19","2016","29","2016-W29","2016-07-18","2016-07-24","75-84",
"832461912","582","5393","7700","410085799999000","97","19","2016","29","2016-W29","2016-07-18","2016-07-24","85 a více",
"832462527","1981","5393",,,"97","19","2016","29","2016-W29","2016-07-18","2016-07-24","celkem",
"832459997","9","5393","7700","400000610015000","97","19","2016","30","2016-W30","2016-07-25","2016-07-31","0-14",
"832460478","44","5393","7700","410015610040000","97","19","2016","30","2016-W30","2016-07-25","2016-07-31","15-39",
"832460959","324","5393","7700","410040610065000","97","19","2016","30","2016-W30","2016-07-25","2016-07-31","40-64",
"845364747","483","5393","7700","410065610075000","97","19","2016","30","2016-W30","2016-07-25","2016-07-31","65-74",
"845365261","513","5393","7700","410075610085000","97","19","2016","30","2016-W30","2016-07-25","2016-07-31","75-84",
"832461921","569","5393","7700","410085799999000","97","19","2016","30","2016-W30","2016-07-25","2016-07-31","85 a více",
"832462599","1942","5393",,,"97","19","2016","30","2016-W30","2016-07-25","2016-07-31","celkem",
"832460006","10","5393","7700","400000610015000","97","19","2016","31","2016-W31","2016-08-01","2016-08-07","0-14",
"832460487","40","5393","7700","410015610040000","97","19","2016","31","2016-W31","2016-08-01","2016-08-07","15-39",
"832460968","301","5393","7700","410040610065000","97","19","2016","31","2016-W31","2016-08-01","2016-08-07","40-64",
"845364757","432","5393","7700","410065610075000","97","19","2016","31","2016-W31","2016-08-01","2016-08-07","65-74",
"845365271","522","5393","7700","410075610085000","97","19","2016","31","2016-W31","2016-08-01","2016-08-07","75-84",
"832461930","522","5393","7700","410085799999000","97","19","2016","31","2016-W31","2016-08-01","2016-08-07","85 a více",
"832462366","1827","5393",,,"97","19","2016","31","2016-W31","2016-08-01","2016-08-07","celkem",
"832460015","9","5393","7700","400000610015000","97","19","2016","32","2016-W32","2016-08-08","2016-08-14","0-14",
"832460497","37","5393","7700","410015610040000","97","19","2016","32","2016-W32","2016-08-08","2016-08-14","15-39",
"832460977","306","5393","7700","410040610065000","97","19","2016","32","2016-W32","2016-08-08","2016-08-14","40-64",
"845364767","471","5393","7700","410065610075000","97","19","2016","32","2016-W32","2016-08-08","2016-08-14","65-74",
"845365281","505","5393","7700","410075610085000","97","19","2016","32","2016-W32","2016-08-08","2016-08-14","75-84",
"832461939","511","5393","7700","410085799999000","97","19","2016","32","2016-W32","2016-08-08","2016-08-14","85 a více",
"832462167","1839","5393",,,"97","19","2016","32","2016-W32","2016-08-08","2016-08-14","celkem",
"832460024","4","5393","7700","400000610015000","97","19","2016","33","2016-W33","2016-08-15","2016-08-21","0-14",
"832460505","56","5393","7700","410015610040000","97","19","2016","33","2016-W33","2016-08-15","2016-08-21","15-39",
"832460986","297","5393","7700","410040610065000","97","19","2016","33","2016-W33","2016-08-15","2016-08-21","40-64",
"845364777","462","5393","7700","410065610075000","97","19","2016","33","2016-W33","2016-08-15","2016-08-21","65-74",
"845365291","531","5393","7700","410075610085000","97","19","2016","33","2016-W33","2016-08-15","2016-08-21","75-84",
"832461948","599","5393","7700","410085799999000","97","19","2016","33","2016-W33","2016-08-15","2016-08-21","85 a více",
"832462282","1949","5393",,,"97","19","2016","33","2016-W33","2016-08-15","2016-08-21","celkem",
"832460033","7","5393","7700","400000610015000","97","19","2016","34","2016-W34","2016-08-22","2016-08-28","0-14",
"832460514","50","5393","7700","410015610040000","97","19","2016","34","2016-W34","2016-08-22","2016-08-28","15-39",
"832460995","303","5393","7700","410040610065000","97","19","2016","34","2016-W34","2016-08-22","2016-08-28","40-64",
"845364787","471","5393","7700","410065610075000","97","19","2016","34","2016-W34","2016-08-22","2016-08-28","65-74",
"845365301","591","5393","7700","410075610085000","97","19","2016","34","2016-W34","2016-08-22","2016-08-28","75-84",
"832461957","621","5393","7700","410085799999000","97","19","2016","34","2016-W34","2016-08-22","2016-08-28","85 a více",
"832462423","2043","5393",,,"97","19","2016","34","2016-W34","2016-08-22","2016-08-28","celkem",
"832460042","14","5393","7700","400000610015000","97","19","2016","35","2016-W35","2016-08-29","2016-09-04","0-14",
"832460523","30","5393","7700","410015610040000","97","19","2016","35","2016-W35","2016-08-29","2016-09-04","15-39",
"832461004","306","5393","7700","410040610065000","97","19","2016","35","2016-W35","2016-08-29","2016-09-04","40-64",
"845364797","500","5393","7700","410065610075000","97","19","2016","35","2016-W35","2016-08-29","2016-09-04","65-74",
"845365311","523","5393","7700","410075610085000","97","19","2016","35","2016-W35","2016-08-29","2016-09-04","75-84",
"832461966","545","5393","7700","410085799999000","97","19","2016","35","2016-W35","2016-08-29","2016-09-04","85 a více",
"832462358","1918","5393",,,"97","19","2016","35","2016-W35","2016-08-29","2016-09-04","celkem",
"832460051","6","5393","7700","400000610015000","97","19","2016","36","2016-W36","2016-09-05","2016-09-11","0-14",
"832460532","20","5393","7700","410015610040000","97","19","2016","36","2016-W36","2016-09-05","2016-09-11","15-39",
"832461013","336","5393","7700","410040610065000","97","19","2016","36","2016-W36","2016-09-05","2016-09-11","40-64",
"845364807","490","5393","7700","410065610075000","97","19","2016","36","2016-W36","2016-09-05","2016-09-11","65-74",
"845365321","571","5393","7700","410075610085000","97","19","2016","36","2016-W36","2016-09-05","2016-09-11","75-84",
"832461975","557","5393","7700","410085799999000","97","19","2016","36","2016-W36","2016-09-05","2016-09-11","85 a více",
"832462231","1980","5393",,,"97","19","2016","36","2016-W36","2016-09-05","2016-09-11","celkem",
"832460060","8","5393","7700","400000610015000","97","19","2016","37","2016-W37","2016-09-12","2016-09-18","0-14",
"832460541","25","5393","7700","410015610040000","97","19","2016","37","2016-W37","2016-09-12","2016-09-18","15-39",
"832461022","329","5393","7700","410040610065000","97","19","2016","37","2016-W37","2016-09-12","2016-09-18","40-64",
"845364817","435","5393","7700","410065610075000","97","19","2016","37","2016-W37","2016-09-12","2016-09-18","65-74",
"845365331","559","5393","7700","410075610085000","97","19","2016","37","2016-W37","2016-09-12","2016-09-18","75-84",
"832461984","574","5393","7700","410085799999000","97","19","2016","37","2016-W37","2016-09-12","2016-09-18","85 a více",
"832462360","1930","5393",,,"97","19","2016","37","2016-W37","2016-09-12","2016-09-18","celkem",
"832460070","9","5393","7700","400000610015000","97","19","2016","38","2016-W38","2016-09-19","2016-09-25","0-14",
"832460550","45","5393","7700","410015610040000","97","19","2016","38","2016-W38","2016-09-19","2016-09-25","15-39",
"832461031","310","5393","7700","410040610065000","97","19","2016","38","2016-W38","2016-09-19","2016-09-25","40-64",
"845364827","447","5393","7700","410065610075000","97","19","2016","38","2016-W38","2016-09-19","2016-09-25","65-74",
"845365341","527","5393","7700","410075610085000","97","19","2016","38","2016-W38","2016-09-19","2016-09-25","75-84",
"832461993","496","5393","7700","410085799999000","97","19","2016","38","2016-W38","2016-09-19","2016-09-25","85 a více",
"832462161","1834","5393",,,"97","19","2016","38","2016-W38","2016-09-19","2016-09-25","celkem",
"832460078","10","5393","7700","400000610015000","97","19","2016","39","2016-W39","2016-09-26","2016-10-02","0-14",
"832460556","47","5393","7700","410015610040000","97","19","2016","39","2016-W39","2016-09-26","2016-10-02","15-39",
"832461040","340","5393","7700","410040610065000","97","19","2016","39","2016-W39","2016-09-26","2016-10-02","40-64",
"845364837","487","5393","7700","410065610075000","97","19","2016","39","2016-W39","2016-09-26","2016-10-02","65-74",
"845365351","564","5393","7700","410075610085000","97","19","2016","39","2016-W39","2016-09-26","2016-10-02","75-84",
"832462002","540","5393","7700","410085799999000","97","19","2016","39","2016-W39","2016-09-26","2016-10-02","85 a více",
"832462166","1988","5393",,,"97","19","2016","39","2016-W39","2016-09-26","2016-10-02","celkem",
"832460087","13","5393","7700","400000610015000","97","19","2016","40","2016-W40","2016-10-03","2016-10-09","0-14",
"832460568","33","5393","7700","410015610040000","97","19","2016","40","2016-W40","2016-10-03","2016-10-09","15-39",
"832461049","314","5393","7700","410040610065000","97","19","2016","40","2016-W40","2016-10-03","2016-10-09","40-64",
"845364847","467","5393","7700","410065610075000","97","19","2016","40","2016-W40","2016-10-03","2016-10-09","65-74",
"845365362","585","5393","7700","410075610085000","97","19","2016","40","2016-W40","2016-10-03","2016-10-09","75-84",
"832462011","579","5393","7700","410085799999000","97","19","2016","40","2016-W40","2016-10-03","2016-10-09","85 a více",
"832462454","1991","5393",,,"97","19","2016","40","2016-W40","2016-10-03","2016-10-09","celkem",
"832460096","8","5393","7700","400000610015000","97","19","2016","41","2016-W41","2016-10-10","2016-10-16","0-14",
"832460577","41","5393","7700","410015610040000","97","19","2016","41","2016-W41","2016-10-10","2016-10-16","15-39",
"832461058","335","5393","7700","410040610065000","97","19","2016","41","2016-W41","2016-10-10","2016-10-16","40-64",
"845364857","452","5393","7700","410065610075000","97","19","2016","41","2016-W41","2016-10-10","2016-10-16","65-74",
"845365371","557","5393","7700","410075610085000","97","19","2016","41","2016-W41","2016-10-10","2016-10-16","75-84",
"832462021","690","5393","7700","410085799999000","97","19","2016","41","2016-W41","2016-10-10","2016-10-16","85 a více",
"832462576","2083","5393",,,"97","19","2016","41","2016-W41","2016-10-10","2016-10-16","celkem",
"832460105","11","5393","7700","400000610015000","97","19","2016","42","2016-W42","2016-10-17","2016-10-23","0-14",
"832460586","37","5393","7700","410015610040000","97","19","2016","42","2016-W42","2016-10-17","2016-10-23","15-39",
"832461067","346","5393","7700","410040610065000","97","19","2016","42","2016-W42","2016-10-17","2016-10-23","40-64",
"845364867","544","5393","7700","410065610075000","97","19","2016","42","2016-W42","2016-10-17","2016-10-23","65-74",
"845365381","602","5393","7700","410075610085000","97","19","2016","42","2016-W42","2016-10-17","2016-10-23","75-84",
"832462029","602","5393","7700","410085799999000","97","19","2016","42","2016-W42","2016-10-17","2016-10-23","85 a více",
"832462566","2142","5393",,,"97","19","2016","42","2016-W42","2016-10-17","2016-10-23","celkem",
"832460114","12","5393","7700","400000610015000","97","19","2016","43","2016-W43","2016-10-24","2016-10-30","0-14",
"832460595","30","5393","7700","410015610040000","97","19","2016","43","2016-W43","2016-10-24","2016-10-30","15-39",
"832461076","355","5393","7700","410040610065000","97","19","2016","43","2016-W43","2016-10-24","2016-10-30","40-64",
"845364877","504","5393","7700","410065610075000","97","19","2016","43","2016-W43","2016-10-24","2016-10-30","65-74",
"845365391","552","5393","7700","410075610085000","97","19","2016","43","2016-W43","2016-10-24","2016-10-30","75-84",
"832462038","582","5393","7700","410085799999000","97","19","2016","43","2016-W43","2016-10-24","2016-10-30","85 a více",
"832462346","2035","5393",,,"97","19","2016","43","2016-W43","2016-10-24","2016-10-30","celkem",
"832460123","13","5393","7700","400000610015000","97","19","2016","44","2016-W44","2016-10-31","2016-11-06","0-14",
"832460604","34","5393","7700","410015610040000","97","19","2016","44","2016-W44","2016-10-31","2016-11-06","15-39",
"832461085","310","5393","7700","410040610065000","97","19","2016","44","2016-W44","2016-10-31","2016-11-06","40-64",
"845364887","452","5393","7700","410065610075000","97","19","2016","44","2016-W44","2016-10-31","2016-11-06","65-74",
"845365401","587","5393","7700","410075610085000","97","19","2016","44","2016-W44","2016-10-31","2016-11-06","75-84",
"832462047","601","5393","7700","410085799999000","97","19","2016","44","2016-W44","2016-10-31","2016-11-06","85 a více",
"832462213","1997","5393",,,"97","19","2016","44","2016-W44","2016-10-31","2016-11-06","celkem",
"832460129","9","5393","7700","400000610015000","97","19","2016","45","2016-W45","2016-11-07","2016-11-13","0-14",
"832460613","26","5393","7700","410015610040000","97","19","2016","45","2016-W45","2016-11-07","2016-11-13","15-39",
"832461094","309","5393","7700","410040610065000","97","19","2016","45","2016-W45","2016-11-07","2016-11-13","40-64",
"845364897","469","5393","7700","410065610075000","97","19","2016","45","2016-W45","2016-11-07","2016-11-13","65-74",
"845365411","558","5393","7700","410075610085000","97","19","2016","45","2016-W45","2016-11-07","2016-11-13","75-84",
"832462056","597","5393","7700","410085799999000","97","19","2016","45","2016-W45","2016-11-07","2016-11-13","85 a více",
"832462246","1968","5393",,,"97","19","2016","45","2016-W45","2016-11-07","2016-11-13","celkem",
"832460141","7","5393","7700","400000610015000","97","19","2016","46","2016-W46","2016-11-14","2016-11-20","0-14",
"832460622","36","5393","7700","410015610040000","97","19","2016","46","2016-W46","2016-11-14","2016-11-20","15-39",
"832461103","358","5393","7700","410040610065000","97","19","2016","46","2016-W46","2016-11-14","2016-11-20","40-64",
"845364907","498","5393","7700","410065610075000","97","19","2016","46","2016-W46","2016-11-14","2016-11-20","65-74",
"845365422","588","5393","7700","410075610085000","97","19","2016","46","2016-W46","2016-11-14","2016-11-20","75-84",
"832462065","647","5393","7700","410085799999000","97","19","2016","46","2016-W46","2016-11-14","2016-11-20","85 a více",
"832462490","2134","5393",,,"97","19","2016","46","2016-W46","2016-11-14","2016-11-20","celkem",
"832460150","7","5393","7700","400000610015000","97","19","2016","47","2016-W47","2016-11-21","2016-11-27","0-14",
"832460631","33","5393","7700","410015610040000","97","19","2016","47","2016-W47","2016-11-21","2016-11-27","15-39",
"832461112","323","5393","7700","410040610065000","97","19","2016","47","2016-W47","2016-11-21","2016-11-27","40-64",
"845364916","462","5393","7700","410065610075000","97","19","2016","47","2016-W47","2016-11-21","2016-11-27","65-74",
